id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
39354,Hopes & Dreams [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:58,"March 28 , 2011"
39355,Wake Up [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:46,"March 28 , 2011"
39356,The Race [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:35,"March 28 , 2011"
39357,Star Of The Show ( Feat . Chevy Woods ) [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:46,"March 28 , 2011"
39358,No Sleep [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,"March 28 , 2011"
39359,Get Your S ** t [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:36,"March 28 , 2011"
39360,Top Floor [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:42,"March 28 , 2011"
39361,Fly Solo [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,"March 28 , 2011"
39362,Rooftops ( Feat . Curren $ y ) [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:20,"March 28 , 2011"
39363,Cameras [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:29,"March 28 , 2011"
39364,When I 'm Gone [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:08,"March 28 , 2011"
39365,On My Level ( Feat . Too $ hort ) [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:32,"March 28 , 2011"
39366,Black And Yellow [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:37,"March 28 , 2011"
39367,Roll Up [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:47,"March 28 , 2011"
39368,Hopes & Dreams [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:58,"March 28 , 2011"
39369,Wake Up [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:46,"March 28 , 2011"
39370,The Race [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:35,"March 28 , 2011"
39371,Star Of The Show ( Feat . Chevy Woods ) [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:46,"March 28 , 2011"
39372,No Sleep [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:11,"March 28 , 2011"
39373,Get Your S ** t [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:36,"March 28 , 2011"
39374,Top Floor [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:42,"March 28 , 2011"
39375,Fly Solo [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,"March 28 , 2011"
39376,Rooftops ( Feat . Curren $ y ) [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:20,"March 28 , 2011"
39377,Cameras [ Explicit ],Wiz Khalifa,Rolling Papers [ Explicit ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:29,"March 28 , 2011"
39378,Rolling Umbrella,Gomoha & Electrixx,Rolling Umbrella,"Electronica , Dance & Electronic , House",$ 0.99,( C ) 2011 EXX Records,6:06,"February 7 , 2011"
39379,Untwist My Mind,Gomoha & Electrixx,Rolling Umbrella,"Electronica , Dance & Electronic , House",$ 0.99,( C ) 2011 EXX Records,6:24,"February 7 , 2011"
39380,Whats This,Gomoha & Electrixx,Rolling Umbrella,"Electronica , Dance & Electronic , House",$ 0.99,( C ) 2011 EXX Records,7:03,"February 7 , 2011"
39381,Mi Caan Sleep,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:47,"June 8 , 2010"
39382,Who Feels It Knows It,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:04,"June 8 , 2010"
39383,Love Doctor,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:18,"June 8 , 2010"
39384,Taking You Home,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:10,"June 8 , 2010"
39385,As The Money Done,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:08,"June 8 , 2010"
39386,Should I Call Her,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:47,"June 8 , 2010"
39387,Wan na Go Home ( Rain Is Falling ),Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:08,"June 8 , 2010"
39388,Walking Out On You,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),5:21,"June 8 , 2010"
39389,Dark Skin Girl,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:11,"June 8 , 2010"
39390,Live Mi Life,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:21,"June 8 , 2010"
39391,Customer Care,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:25,"June 8 , 2010"
39392,No Money,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:30,"June 8 , 2010"
39393,Murderer,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:36,"June 8 , 2010"
39394,Be Careful,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:47,"June 8 , 2010"
39395,I 'm Doing Good,Romain Virgo,Romain Virgo,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:39,"June 8 , 2010"
39396,Our Love Is Here To Stay,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),3:57,
39397,Say It ( Over And Over Again ),Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),4:15,
39398,Autumn In New York,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),3:28,
39399,At Last,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),3:02,
39400,Prelude To A Kiss,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),5:29,
39401,Willow Weep For Me,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),4:34,
39402,You Do n't Know What Love Is,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),6:29,
39403,The Shadow Of Your Smile,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),2:29,
39404,Someone To Watch Over Me,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:58,
39405,The Way You Look Tonight,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),3:23,
39406,The Very Thought Of You,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),2:52,
39407,Goodbye Pork Pie Hat,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),5:42,
39408,How Long Has This Been Going On ? ( Album Version ),Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:14,
39409,What A Wonderful World,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),2:19,
39410,"Misty ( Trio Version , 1954 ) [ Bonus Track ]",Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),2:46,
39411,April In Paris,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.89,( C ) 2010 VP Music Group ( US ),2:55,
39412,Lush Life,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:55,
39413,` Round Midnight,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),5:55,
39414,Time After Time,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),6:10,
39415,Chelsea Bridge,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),6:43,
39416,Naima,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),4:18,
39417,I Concentrate On You,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.89,( C ) 2010 VP Music Group ( US ),2:08,
39418,You 're My Thrill ( Single Version ),Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 1.29,( C ) 2010 VP Music Group ( US ),3:24,
39419,Star Dust,Romain Virgo,Romantic Jazz Ballads,"International , Caribbean & Cuba , Reggae",$ 0.99,( C ) 2010 VP Music Group ( US ),3:30,
39420,Rompe ( Remix ( Edited ) ) [ feat . Young Buck ] [ Clean ],Daddy Yankee,Rompe ( Remix - Edited ),"International , Latin Music , Latin Hip-Hop",$ 1.29,( C ) 2010 VP Music Group ( US ),3:29,"February 28 , 2006"
39421,Rompe ( Remix ( Explicit ) ) [ feat . Young Buck ] [ Explicit ],Daddy Yankee,Rompe ( Remix - explicit ),"International , Latin Music , Latin Hip-Hop",$ 1.29,( C ) 2010 VP Music Group ( US ),3:29,"February 28 , 2006"
39422,Room 108 ( Original Mix ),Jody Barr,Room 108,"Electronica , Dance & Electronic , House",$ 0.99,Krankbrother,6:45,"June 1 , 2015"
39423,Think About It ( Original Mix ),Jody Barr,Room 108,"Electronica , Dance & Electronic , House",$ 0.99,Krankbrother,6:48,"June 1 , 2015"
39424,Arizona Dream ( Original Mix ),Jody Barr,Room 108,"Electronica , Dance & Electronic , House",$ 0.99,Krankbrother,6:18,"June 1 , 2015"
39425,Secret ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",3:22,"November 17 , 2003"
39426,If I Had Any Sense Left At All ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",4:00,"November 17 , 2003"
39427,My Sister ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 1.29,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",3:59,"November 17 , 2003"
39428,Once You 've Learned To Be Lonely ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",4:27,"November 17 , 2003"
39429,Moving Oleta ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",3:27,"November 17 , 2003"
39430,Love Revival ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",4:07,"November 17 , 2003"
39431,He Gets That From Me ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 1.29,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",3:39,"November 17 , 2003"
39432,I 'm Gon na Take That Mountain ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",3:24,"November 17 , 2003"
39433,Room To Breathe ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",3:31,"November 17 , 2003"
39434,Sky Full Of Angels ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",2:51,"November 17 , 2003"
39435,Somebody ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 1.29,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",3:50,"November 17 , 2003"
39436,It Just Has To Be This Way ( Album Version ),Reba McEntire,Room To Breathe,Country,$ 0.99,"( C ) 2003 MCA Nashville , a Division of UMG Recordings , Inc.",3:48,"November 17 , 2003"
39437,Rose of Jericho ( BT 's Deus ex Machina Album Mix ),BT,Rose of Jericho,Dance & Electronic,$ 0.99,2009 Nettwerk Productions,7:43,"October 19 , 2011"
39438,Rose of Jericho ( Sultan & Ned Shepard Remix ),BT,Rose of Jericho,Dance & Electronic,$ 0.99,2009 Nettwerk Productions,10:18,"October 19 , 2011"
39439,Rose of Jericho ( Adam K & Soha Remix ),BT,Rose of Jericho,Dance & Electronic,$ 0.99,2009 Nettwerk Productions,9:20,"October 19 , 2011"
39440,Rose of Jericho ( Robbie Rivera New Juicy Music Mix ),BT,Rose of Jericho,Dance & Electronic,$ 0.99,2009 Nettwerk Productions,8:00,"October 19 , 2011"
39441,Rose of Jericho ( Robbie Rivera Juicy Miami After Hours Remix ),BT,Rose of Jericho,Dance & Electronic,$ 0.99,2009 Nettwerk Productions,6:32,"October 19 , 2011"
39442,That 's All The Lumber You Sent,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",4:22,"July 30 , 2002"
39443,They Are The Roses,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",3:58,"July 30 , 2002"
39444,Guns Of Love,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",3:34,"July 30 , 2002"
39445,Ashes In The Wind,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",4:37,"July 30 , 2002"
39446,I 'm Alright,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",4:13,"July 30 , 2002"
39447,Till I Turn To You,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",4:50,"July 30 , 2002"
39448,Come Away With Me,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",3:45,"July 30 , 2002"
39449,Who We Are,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",4:04,"July 30 , 2002"
39450,Junkyard,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",4:08,"July 30 , 2002"
39451,Isle Of Inishmore - Part 1 ( Air ),Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",2:04,"July 30 , 2002"
39452,Isle Of Inishmore - Part 2 ( Jig ),Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",2:18,"July 30 , 2002"
39453,The Slender Threads That Bind Us Here,Kathy Mattea,Roses,Country,$ 1.29,"( C ) 2002 Narada Productions , Inc",3:35,"July 30 , 2002"
39454,Roses,The Chainsmokers feat . ROZES,Roses,Dance & Electronic,$ 1.29,"( C ) 2002 Narada Productions , Inc",3:46,"June 15 , 2015"
39455,Roses,The Chainsmokers feat . ROZES,Roses,Dance & Electronic,$ 1.29,"( C ) 2002 Narada Productions , Inc",3:46,"June 15 , 2015"
39456,Blue Steel,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,3:51,"December 16 , 2013"
39457,Firepower [ Explicit ],"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:09,"December 16 , 2013"
39458,Zombies Ate My Neighbours,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,4:56,"December 16 , 2013"
39459,Get Down Lay Down,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,4:55,"December 16 , 2013"
39460,Heavy Artillery ( SkisM Remix ) [ Explicit ],"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:04,"December 16 , 2013"
39461,The Grid,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,4:00,"December 16 , 2013"
39462,Existence ( VIP ),"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,4:08,"December 16 , 2013"
39463,Slam,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:17,"December 16 , 2013"
39464,Game Over,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:08,"December 16 , 2013"
39465,Bully,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:06,"December 16 , 2013"
39466,Reploid ( Document One Remix ),"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,4:41,"December 16 , 2013"
39467,And the Beat Goes On,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,6:15,"December 16 , 2013"
39468,Swagga,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:32,"December 16 , 2013"
39469,World on Fire,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:42,"December 16 , 2013"
39470,Biohazard,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:35,"December 16 , 2013"
39471,Shake My Ass,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:05,"December 16 , 2013"
39472,Calypso,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,3:43,"December 16 , 2013"
39473,Crippled Camel,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,4:13,"December 16 , 2013"
39474,Girls Girls,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,3:47,"December 16 , 2013"
39475,Get Down,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:05,"December 16 , 2013"
39476,Factory,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:06,"December 16 , 2013"
39477,Subsonic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:02,"December 16 , 2013"
39478,The Science Project,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,3:46,"December 16 , 2013"
39479,Iteration,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,",Rottun Classics,Dance & Electronic,$ 0.89,2013 ( C ) 2013 Rottun Recordings,5:17,"December 16 , 2013"
